b'Sat Oct 06 23:59:05 +0000 2018',223714723,b'DexterC73',b'',b'RT @thedailybeast: Sen. Lindsey Graham called Brett Kavanaugh the \xe2\x80\x9cslut whore drunk\xe2\x80\x9d in the saga with Christine Blasey Ford as he was leavi\xe2\x80\xa6'
b'Sat Oct 06 23:59:04 +0000 2018',907704331947827200,b'KelliCa38731932',"b'Tempe, AZ'",b'RT @thedailybeast: Sen. Lindsey Graham called Brett Kavanaugh the \xe2\x80\x9cslut whore drunk\xe2\x80\x9d in the saga with Christine Blasey Ford as he was leavi\xe2\x80\xa6'
b'Sat Oct 06 23:58:52 +0000 2018',19420302,b'the_squarrell',b'plizzanet earth',b'RT @thedailybeast: Sen. Lindsey Graham called Brett Kavanaugh the \xe2\x80\x9cslut whore drunk\xe2\x80\x9d in the saga with Christine Blasey Ford as he was leavi\xe2\x80\xa6'
b'Sat Oct 06 23:58:03 +0000 2018',16012783,b'thedailybeast',b'',b'Sen. Lindsey Graham called Brett Kavanaugh the \xe2\x80\x9cslut whore drunk\xe2\x80\x9d in the saga with Christine Blasey Ford as he was\xe2\x80\xa6 https://t.co/ACaY6KJPs1'
b'Sat Oct 06 23:57:16 +0000 2018',782090190974099456,b'StuffedFantod',"b'Seattle, WA'","b'""The treatment of Ford shows that any accuser of a powerful man will be fair game as a predominately white male est\xe2\x80\xa6 https://t.co/YTR7aCYQej'"
b'Sat Oct 06 23:50:14 +0000 2018',835221033930133504,b'SherryLCox9',"b'Florida, USA'",b'She maybe done but I pray Senate follows through and exposes the lies and crimes commented by her \nChristine Blasey\xe2\x80\xa6 https://t.co/TWqrv6aLv9'
b'Sat Oct 06 23:48:36 +0000 2018',36368555,b'Alathena',"b'Chicago, IL'","b'RT @emprestheodora: @StevenTDennis McConnell and Pence did to the country what Brett Kavanaugh and Mark Judge did to Christine Blasey Ford,\xe2\x80\xa6'"
b'Sat Oct 06 23:48:07 +0000 2018',172141399,b'jackthecat11',"b'Washington, DC'",b'Susan Collins\xe2\x80\x99 Senate Speech Was a Cruel Attack on Christine Blasey Ford https://t.co/gPbFSJiQ3s'
b'Sat Oct 06 23:48:00 +0000 2018',609350642,b'janeface15',b'',b'RT @BeardedGenius: So the US Senate has confirmed Brett Kavanaugh to Supreme Court. What a dark day in modern American history. I wrote thi\xe2\x80\xa6'
b'Sat Oct 06 23:45:54 +0000 2018',1045357407508090881,b'Elohim93657296',b'',"b""RT @SherylNYT: SPOTTED in the Capitol: Debra S. Katz and Lisa Banks, attorneys for Christine Blasey Ford, entering the Senate visitor's gal\xe2\x80\xa6"""
b'Sat Oct 06 23:45:22 +0000 2018',48249790,b'SpurFanInSA',b'',"b""RT @SherylNYT: SPOTTED in the Capitol: Debra S. Katz and Lisa Banks, attorneys for Christine Blasey Ford, entering the Senate visitor's gal\xe2\x80\xa6"""
b'Sat Oct 06 23:44:45 +0000 2018',27950563,b'eizie',"b'Colonia, NJ'","b""RT @SherylNYT: SPOTTED in the Capitol: Debra S. Katz and Lisa Banks, attorneys for Christine Blasey Ford, entering the Senate visitor's gal\xe2\x80\xa6"""
b'Sat Oct 06 23:41:30 +0000 2018',81343445,b'Leehemmings91',b'',b'RT @BeardedGenius: So the US Senate has confirmed Brett Kavanaugh to Supreme Court. What a dark day in modern American history. I wrote thi\xe2\x80\xa6'
b'Sat Oct 06 23:40:37 +0000 2018',1048664906256568325,b'Muhamma55089873',b'',b'RT @RosJordanAJE: Christine Blasey Ford and Brett Kavanaugh testify before the US Senate Judiciary Committee:\nhttps://t.co/5caA0QVZYW'
b'Sat Oct 06 23:40:34 +0000 2018',868523826447089664,b'bot_political',b'CyberSpace',b'independent|Brett Kavanaugh confirmed to Supreme Court amid widespread outcry over sexual assault allegations|\xe2\x80\xa6 https://t.co/fgM31ROH5r'
b'Sat Oct 06 23:40:14 +0000 2018',1688,b'ifindkarma',"b'Sunnyvale, CA'","b'@00evidence Now you\xe2\x80\x99re guilty of both #whataboutism and a sweeping generalization, comrade.\n\nI definitely do believ\xe2\x80\xa6 https://t.co/7PRAh5aiqg'"
b'Sat Oct 06 23:38:57 +0000 2018',398726524,b'EdDavis7',"b'Murfreesboro, TN'","b""RT @SherylNYT: SPOTTED in the Capitol: Debra S. Katz and Lisa Banks, attorneys for Christine Blasey Ford, entering the Senate visitor's gal\xe2\x80\xa6"""
b'Sat Oct 06 23:38:51 +0000 2018',470569138,b'BarbaraMcDWhitt',"b'Kansas City, MO/Alexandria, VA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Sat Oct 06 23:37:48 +0000 2018',720489524,b'socalnaza',b'',b'RT @BeardedGenius: So the US Senate has confirmed Brett Kavanaugh to Supreme Court. What a dark day in modern American history. I wrote thi\xe2\x80\xa6'
b'Sat Oct 06 23:37:05 +0000 2018',2761561550,b'demIN240',b'',b'RT @art2u2: Susan Collins\xe2\x80\x99 Senate Speech Was a Cruel Attack on Christine Blasey Ford - Slate https://t.co/myWKBlHf2E via @GoogleNews'
b'Sat Oct 06 23:36:38 +0000 2018',2379793109,b'rdreesen27',b'',"b""RT @SherylNYT: SPOTTED in the Capitol: Debra S. Katz and Lisa Banks, attorneys for Christine Blasey Ford, entering the Senate visitor's gal\xe2\x80\xa6"""
b'Sat Oct 06 23:35:36 +0000 2018',17360968,b'RomanRimer',b'Planet Earth',b'RT @theintercept: \xe2\x80\x9cI believe Dr. Christine Blasey Ford. And I believe that Brett Kavanaugh is a serial liar. It was as clear as day when he\xe2\x80\xa6'
b'Sat Oct 06 23:35:31 +0000 2018',740737945619947521,b'79topper',b'',"b""RT @JayValenz67: Ford's lawyers say Senate Judiciary Committee failed her - CBS News Christine Blasey Ford's lawyers say the Senate Judicia\xe2\x80\xa6"""
b'Sat Oct 06 23:35:25 +0000 2018',4901811831,b'sandyc1772',b'',"b""RT @VICE: The Senate just confirmed Brett Kavanaugh to the Supreme Court.\n\nAfter everything that's happened, it seems that nothing has chan\xe2\x80\xa6"""
b'Sat Oct 06 23:35:22 +0000 2018',244210130,b'JaneMenloPark',"b'California, USA'",b'Grassley said he offered to fly staff to California to speak with Ford https://t.co/O36opujZGL via @DMRegister'
b'Sat Oct 06 23:32:05 +0000 2018',2842650084,b'tonyjdell',b'Seattle area',b'RT @Slate: Susan Collins\xe2\x80\x99 Senate speech was a cruel attack on Christine Blasey Ford: https://t.co/gQZYjSpw1k https://t.co/i4kYwLM1NO'
b'Sat Oct 06 23:31:23 +0000 2018',17060439,b'sarmarxo',"b""Boston raised, Arizona livin'.""",b'RT @TheDailyShow: The consequences for Brett Kavanaugh and Dr. Christine Blasey Ford following the Senate hearing and FBI investigation are\xe2\x80\xa6'
b'Sat Oct 06 23:25:51 +0000 2018',536951272,b'i_lovecharlie',b'',"b""RT @VICE: The Senate just confirmed Brett Kavanaugh to the Supreme Court.\n\nAfter everything that's happened, it seems that nothing has chan\xe2\x80\xa6"""
b'Sat Oct 06 23:24:10 +0000 2018',819333425203150848,b'BeKindOkk',b'Not the tv wonder woman! ',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
